"Order_Date","Row_ID","Order_ID","Ship_Mode","Customer_ID","Segment","Country","City","State","Postal_Code","Region","Product_ID","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"2020-06-24",1511,CA-2017-100384,Standard Class,NH-18610,Corporate,United States,Pomona,California,91767,West,OFF-AR-10002135,Office Supplies,Art,385.6,8,0.0,111.824
"2020-06-24",1512,CA-2017-100384,Standard Class,NH-18610,Corporate,United States,Pomona,California,91767,West,OFF-AR-10003514,Office Supplies,Art,35.82,9,0.0,11.8206
"2020-08-18",1513,CA-2017-112809,Standard Class,RA-19915,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10002276,Office Supplies,Storage,200.064,3,0.2,12.504
"2020-12-10",1517,CA-2017-148446,Second Class,MC-17845,Consumer,United States,North Las Vegas,Nevada,89031,West,FUR-TA-10004256,Furniture,Tables,1669.6,4,0.0,116.872
"2020-02-11",1520,CA-2017-116204,Second Class,VW-21775,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10001759,Office Supplies,Binders,21.336,7,0.2,7.7343
"2020-04-16",1521,CA-2017-109946,Standard Class,PL-18925,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10001419,Office Supplies,Art,16.52,5,0.2,2.065
"2020-08-31",1532,CA-2017-159884,Standard Class,JF-15490,Consumer,United States,Tempe,Arizona,85281,West,OFF-ST-10000344,Office Supplies,Storage,10.744,1,0.2,0.8058
"2020-08-31",1533,CA-2017-159884,Standard Class,JF-15490,Consumer,United States,Tempe,Arizona,85281,West,OFF-FA-10000585,Office Supplies,Fasteners,8.376,3,0.2,2.7222
"2020-02-10",1535,CA-2017-124086,Standard Class,MP-18175,Home Office,United States,Laguna Niguel,California,92677,West,FUR-BO-10004015,Furniture,Bookcases,203.983,2,0.15,16.7986
"2020-09-15",1538,CA-2017-121888,Second Class,CL-11890,Consumer,United States,Everett,Massachusetts,2149,East,TEC-PH-10000439,Technology,Phones,39.99,1,0.0,11.5971
"2020-09-15",1539,CA-2017-121888,Second Class,CL-11890,Consumer,United States,Everett,Massachusetts,2149,East,OFF-AR-10003478,Office Supplies,Art,16.28,2,0.0,6.512
"2020-09-15",1540,CA-2017-121888,Second Class,CL-11890,Consumer,United States,Everett,Massachusetts,2149,East,FUR-BO-10002545,Furniture,Bookcases,782.94,3,0.0,203.5644
"2020-09-15",1541,CA-2017-121888,Second Class,CL-11890,Consumer,United States,Everett,Massachusetts,2149,East,OFF-BI-10001765,Office Supplies,Binders,242.48,7,0.0,116.3904
"2020-10-16",1554,CA-2017-158386,Standard Class,BO-11425,Consumer,United States,Richmond,Kentucky,40475,South,OFF-BI-10003719,Office Supplies,Binders,124.75,5,0.0,57.385
"2020-09-04",1556,CA-2017-120761,Standard Class,AB-10150,Consumer,United States,Long Beach,New York,11561,East,TEC-AC-10000171,Technology,Accessories,91.96,4,0.0,39.5428
"2020-09-05",1562,CA-2017-107293,First Class,CS-12400,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003732,Office Supplies,Art,2.78,1,0.0,0.7228
"2020-06-11",1569,US-2017-152002,Same Day,DV-13465,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000357,Office Supplies,Paper,122.97,3,0.0,60.2553
"2020-11-26",1570,CA-2017-165029,Standard Class,AH-10075,Corporate,United States,Atlanta,Georgia,30318,South,OFF-AR-10003504,Office Supplies,Art,12.84,3,0.0,3.7236
"2020-10-16",1597,CA-2017-132234,First Class,MY-17380,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001290,Furniture,Furnishings,547.3,13,0.0,175.136
"2020-11-19",1598,CA-2017-158876,Second Class,AB-10150,Consumer,United States,Carrollton,Texas,75007,Central,OFF-PA-10000308,Office Supplies,Paper,16.896,4,0.2,5.28
"2020-11-19",1599,CA-2017-158876,Second Class,AB-10150,Consumer,United States,Carrollton,Texas,75007,Central,OFF-SU-10001165,Office Supplies,Supplies,6.672,1,0.2,0.5004
"2020-11-19",1600,CA-2017-158876,Second Class,AB-10150,Consumer,United States,Carrollton,Texas,75007,Central,OFF-AR-10003373,Office Supplies,Art,99.136,4,0.2,8.6744
"2020-11-30",1604,CA-2017-116645,Standard Class,ME-17725,Consumer,United States,Newark,Delaware,19711,East,OFF-AR-10001044,Office Supplies,Art,155.94,6,0.0,45.2226
"2020-12-21",1614,CA-2017-138380,Standard Class,YS-21880,Corporate,United States,Oakland,California,94601,West,OFF-ST-10003306,Office Supplies,Storage,1000.02,7,0.0,290.0058
"2020-07-08",1621,CA-2017-108560,Standard Class,JC-15385,Consumer,United States,Kent,Washington,98031,West,FUR-FU-10002937,Furniture,Furnishings,198.46,2,0.0,99.23
"2020-07-08",1622,CA-2017-108560,Standard Class,JC-15385,Consumer,United States,Kent,Washington,98031,West,OFF-LA-10003930,Office Supplies,Labels,786.48,8,0.0,385.3752
"2020-07-08",1623,CA-2017-108560,Standard Class,JC-15385,Consumer,United States,Kent,Washington,98031,West,OFF-BI-10001107,Office Supplies,Binders,23.168,2,0.2,7.8192
"2020-07-08",1624,CA-2017-108560,Standard Class,JC-15385,Consumer,United States,Kent,Washington,98031,West,TEC-AC-10003063,Technology,Accessories,50.0,2,0.0,10.5
"2020-06-21",1629,CA-2017-101049,Second Class,AS-10240,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10004415,Furniture,Furnishings,17.92,5,0.2,2.464
"2020-11-18",1653,US-2017-132444,First Class,CD-12280,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10003442,Office Supplies,Storage,169.68,6,0.0,45.8136
"2020-11-18",1654,US-2017-132444,First Class,CD-12280,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10003832,Technology,Accessories,132.52,4,0.0,54.3332
"2020-11-18",1655,US-2017-132444,First Class,CD-12280,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10000611,Office Supplies,Fasteners,2.96,2,0.0,1.4208
"2020-11-18",1656,US-2017-132444,First Class,CD-12280,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001116,Office Supplies,Binders,8.448,2,0.2,2.9568
"2020-11-18",1657,US-2017-132444,First Class,CD-12280,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000563,Office Supplies,Storage,95.94,3,0.0,9.594
"2020-01-20",1659,CA-2017-161809,Standard Class,TH-21100,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10004922,Technology,Phones,160.776,3,0.2,10.0485
"2020-10-30",1660,CA-2017-127285,Standard Class,MM-18055,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004330,Office Supplies,Binders,88.752,3,0.2,27.735
"2020-10-30",1661,CA-2017-127285,Standard Class,MM-18055,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10002072,Office Supplies,Binders,13.904,2,0.2,5.214
"2020-10-19",1671,CA-2017-159457,Standard Class,RD-19480,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10002185,Technology,Phones,16.68,3,0.2,5.2125
"2020-07-03",1673,CA-2017-111647,Standard Class,RD-19585,Consumer,United States,Plano,Texas,75023,Central,TEC-PH-10002726,Technology,Phones,167.968,4,0.2,62.988
"2020-04-24",1685,CA-2017-149489,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002495,Office Supplies,Appliances,99.28,2,0.2,12.41
"2020-12-10",1688,CA-2017-143798,First Class,AW-10840,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,10.368,2,0.2,3.6288
"2020-12-10",1689,CA-2017-143798,First Class,AW-10840,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,Furniture,Furnishings,310.88,2,0.2,23.316
"2020-12-09",1691,CA-2017-129833,Standard Class,HF-14995,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-PA-10000575,Office Supplies,Paper,33.45,5,0.0,15.387
"2020-12-09",1692,CA-2017-129833,Standard Class,HF-14995,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004182,Office Supplies,Binders,10.4,5,0.0,5.096
"2020-10-30",1707,CA-2017-123491,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10003077,Office Supplies,Labels,43.86,6,0.0,20.6142
"2020-10-30",1708,CA-2017-123491,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003505,Technology,Phones,148.48,2,0.2,16.704
"2020-10-30",1709,CA-2017-123491,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003424,Office Supplies,Paper,7.42,2,0.0,3.71
"2020-10-30",1711,CA-2017-123491,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003514,Office Supplies,Art,19.9,5,0.0,6.567
"2020-10-30",1712,CA-2017-123491,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002684,Office Supplies,Appliances,1702.12,14,0.0,510.636
"2020-07-29",1735,CA-2017-101483,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,Office Supplies,Appliances,34.848,2,0.2,6.534
"2020-07-29",1736,CA-2017-101483,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,Technology,Phones,22.0,5,0.2,1.375
"2020-07-29",1737,CA-2017-101483,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,Office Supplies,Art,4.368,3,0.2,0.3822
"2020-10-30",1742,CA-2017-152807,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,Office Supplies,Paper,20.736,4,0.2,7.2576
"2020-10-30",1743,CA-2017-152807,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,Furniture,Furnishings,7.168,2,0.2,0.9856
"2020-10-14",1752,CA-2017-168837,First Class,JW-15955,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001918,Furniture,Furnishings,9.46,2,0.0,3.6894
"2020-12-02",1753,CA-2017-116715,First Class,VW-21775,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10004340,Office Supplies,Storage,559.62,9,0.0,151.0974
"2020-12-02",1754,CA-2017-116715,First Class,VW-21775,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004475,Office Supplies,Paper,109.92,2,0.0,53.8608
"2020-12-02",1755,CA-2017-116715,First Class,VW-21775,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,8.56,2,0.0,3.852
"2020-09-22",1784,CA-2017-166317,Standard Class,JE-15610,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004475,Office Supplies,Paper,219.84,4,0.0,107.7216
"2020-09-22",1785,CA-2017-166317,Standard Class,JE-15610,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10004510,Technology,Accessories,98.16,6,0.0,9.816
"2020-09-22",1786,CA-2017-166317,Standard Class,JE-15610,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002976,Office Supplies,Binders,33.04,8,0.0,15.5288
"2020-09-22",1787,CA-2017-166317,Standard Class,JE-15610,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10001615,Technology,Phones,86.97,3,0.0,25.2213
"2020-08-27",1796,US-2017-139465,First Class,MR-17545,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002352,Office Supplies,Storage,63.84,8,0.0,16.5984
"2020-08-27",1797,US-2017-139465,First Class,MR-17545,Home Office,United States,New York City,New York,10024,East,TEC-PH-10000455,Technology,Phones,347.97,3,0.0,100.9113
"2020-08-27",1798,US-2017-139465,First Class,MR-17545,Home Office,United States,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,37.008,6,0.2,11.565
"2020-09-22",1805,CA-2017-158379,Second Class,JA-15970,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10002926,Technology,Accessories,79.984,2,0.2,22.9954
"2020-11-20",1813,US-2017-161193,Standard Class,BT-11680,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10001861,Furniture,Furnishings,77.6,5,0.2,28.13
"2020-11-20",1814,US-2017-161193,Standard Class,BT-11680,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10000206,Furniture,Furnishings,4.656,2,0.2,1.5714
"2020-10-21",1831,CA-2017-145884,Same Day,SL-20155,Home Office,United States,Muskogee,Oklahoma,74403,Central,TEC-PH-10000895,Technology,Phones,1439.92,8,0.0,374.3792
"2020-10-21",1832,CA-2017-145884,Same Day,SL-20155,Home Office,United States,Muskogee,Oklahoma,74403,Central,FUR-TA-10002356,Furniture,Tables,262.11,1,0.0,62.9064
"2020-08-01",1835,CA-2017-162691,Standard Class,AS-10045,Corporate,United States,Austin,Texas,78745,Central,OFF-PA-10003729,Office Supplies,Paper,36.288,7,0.2,12.7008
"2020-02-19",1837,CA-2017-122693,Second Class,NH-18610,Corporate,United States,Roswell,Georgia,30076,South,OFF-AP-10002518,Office Supplies,Appliances,1245.86,7,0.0,361.2994
"2020-07-29",1845,US-2017-113852,Standard Class,GW-14605,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10003027,Technology,Accessories,90.57,3,0.0,11.7741
"2020-01-12",1846,US-2017-158512,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,OFF-PA-10001804,Office Supplies,Paper,40.08,6,0.0,19.2384
"2020-01-12",1847,US-2017-158512,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,FUR-FU-10004973,Furniture,Furnishings,37.68,2,0.0,15.8256
"2020-09-10",1848,CA-2017-128370,Same Day,FH-14275,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002602,Furniture,Chairs,362.352,3,0.2,27.1764
"2020-09-10",1849,CA-2017-128370,Same Day,FH-14275,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004140,Office Supplies,Binders,7.184,2,0.2,2.245
"2020-03-26",1862,US-2017-121251,First Class,GM-14440,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004896,Technology,Phones,119.96,4,0.0,33.5888
"2020-04-15",1867,CA-2017-118857,First Class,AH-10075,Corporate,United States,Henderson,Nevada,89015,West,FUR-FU-10004460,Furniture,Furnishings,196.45,5,0.0,70.722
"2020-11-21",1874,CA-2017-142888,Standard Class,BP-11230,Consumer,United States,Spokane,Washington,99207,West,FUR-TA-10004767,Furniture,Tables,70.98,1,0.0,20.5842
"2020-03-25",1877,CA-2017-112039,Standard Class,JC-15775,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10000984,Technology,Phones,470.376,3,0.2,47.0376
"2020-12-29",1879,CA-2017-118885,Standard Class,JG-15160,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10002563,Technology,Phones,302.376,3,0.2,22.6782
"2020-01-19",1885,CA-2017-154718,Second Class,DL-12865,Consumer,United States,Keller,Texas,76248,Central,OFF-LA-10003714,Office Supplies,Labels,6.0,2,0.2,2.1
"2020-12-22",1893,CA-2017-145310,Second Class,JP-15520,Consumer,United States,Port Orange,Florida,32127,South,OFF-EN-10002621,Office Supplies,Envelopes,7.824,1,0.2,2.934
"2020-12-02",1895,US-2017-108063,First Class,AS-10090,Consumer,United States,Charlottesville,Virginia,22901,South,OFF-AR-10001446,Office Supplies,Art,34.65,3,0.0,10.395
"2020-10-03",1897,CA-2017-141789,First Class,AC-10450,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001359,Office Supplies,Binders,1793.98,2,0.0,843.1706
"2020-10-21",1903,CA-2017-167094,First Class,DK-12835,Corporate,United States,Springfield,Oregon,97477,West,OFF-PA-10003953,Office Supplies,Paper,5.184,1,0.2,1.8144
"2020-10-21",1904,CA-2017-167094,First Class,DK-12835,Corporate,United States,Springfield,Oregon,97477,West,FUR-CH-10000155,Furniture,Chairs,478.48,2,0.2,47.848
"2020-10-21",1905,CA-2017-167094,First Class,DK-12835,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10003116,Technology,Accessories,28.4,2,0.2,6.745
"2020-10-21",1906,CA-2017-154410,First Class,MD-17860,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10002743,Office Supplies,Storage,909.12,8,0.0,9.0912
"2020-12-18",1910,CA-2017-105886,Standard Class,DB-13660,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10001037,Furniture,Furnishings,18.96,2,0.0,8.532
"2020-07-03",1912,CA-2017-121503,Second Class,FH-14275,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10001878,Office Supplies,Paper,273.896,7,0.2,92.4399
"2020-07-03",1913,CA-2017-121503,Second Class,FH-14275,Corporate,United States,Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,597.132,3,0.4,49.761
"2020-04-30",1915,CA-2017-124597,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10003190,Office Supplies,Labels,4.608,2,0.2,1.6704
"2020-04-30",1916,CA-2017-124597,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-AR-10002280,Office Supplies,Art,15.528,3,0.2,4.8525
"2020-04-30",1917,CA-2017-124597,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10001569,Office Supplies,Labels,11.952,3,0.2,3.8844
"2020-08-17",1920,US-2017-111423,First Class,EH-13765,Corporate,United States,Watertown,New York,13601,East,OFF-BI-10003091,Office Supplies,Binders,895.92,5,0.2,302.373
"2020-08-17",1921,US-2017-111423,First Class,EH-13765,Corporate,United States,Watertown,New York,13601,East,FUR-CH-10003981,Furniture,Chairs,462.564,2,0.1,97.6524
"2020-12-05",1925,CA-2017-126865,Second Class,NP-18325,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003039,Office Supplies,Paper,92.94,3,0.0,41.823
"2020-03-09",1926,CA-2017-102834,Standard Class,LW-16990,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10001908,Technology,Accessories,199.98,2,0.0,69.993
"2020-11-28",1928,CA-2017-121538,First Class,RH-19495,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10004071,Office Supplies,Paper,88.768,2,0.2,31.0688
"2020-03-16",1929,US-2017-101539,Second Class,VM-21685,Home Office,United States,Seattle,Washington,98105,West,OFF-PA-10001972,Office Supplies,Paper,6.48,1,0.0,3.1104
"2020-03-16",1930,US-2017-101539,Second Class,VM-21685,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10004180,Office Supplies,Storage,46.51,1,0.0,1.8604
"2020-03-16",1931,US-2017-101539,Second Class,VM-21685,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004165,Technology,Phones,659.976,3,0.2,49.4982
"2020-08-06",1933,CA-2017-161200,Second Class,SV-20365,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,145.74,3,0.0,23.3184
"2020-08-06",1934,CA-2017-161200,Second Class,SV-20365,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001706,Furniture,Furnishings,15.4,5,0.0,7.392
"2020-11-27",1935,CA-2017-101245,Standard Class,LW-16990,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003129,Office Supplies,Paper,244.55,5,0.0,114.9385
"2020-11-27",1936,CA-2017-101245,Standard Class,LW-16990,Corporate,United States,San Francisco,California,94109,West,TEC-AC-10001284,Technology,Accessories,166.16,8,0.0,59.8176
"2020-08-29",1942,CA-2017-144064,First Class,CP-12085,Corporate,United States,Quincy,Illinois,62301,Central,OFF-LA-10004544,Office Supplies,Labels,47.36,4,0.2,17.76
"2020-08-29",1943,CA-2017-144064,First Class,CP-12085,Corporate,United States,Quincy,Illinois,62301,Central,OFF-ST-10004507,Office Supplies,Storage,27.44,2,0.2,2.401
"2020-09-02",1947,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,23.1,2,0.0,6.468
"2020-09-02",1948,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,11.54,2,0.0,3.462
"2020-09-02",1950,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,12.98,1,0.0,3.7642
"2020-09-02",1951,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,26.432,8,0.2,8.9208
"2020-09-02",1952,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,197.97,3,0.0,57.4113
"2020-09-02",1953,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,18.9,6,0.0,9.072
"2020-09-02",1954,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,FUR-CH-10003379,Furniture,Chairs,1282.41,5,0.1,213.735
"2020-09-02",1955,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,4.92,3,0.0,2.214
"2020-09-02",1956,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,238.0,2,0.0,38.08
"2020-09-02",1957,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,167.97,3,0.0,40.3128
"2020-09-02",1958,CA-2017-157987,Standard Class,AC-10615,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,17.12,4,0.0,7.704
"2020-09-10",1959,CA-2017-110905,Second Class,RW-19690,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10003669,Office Supplies,Binders,16.2,3,0.0,7.776
"2020-09-10",1960,CA-2017-110905,Second Class,RW-19690,Consumer,United States,Springfield,Missouri,65807,Central,OFF-AP-10004785,Office Supplies,Appliances,33.99,3,0.0,14.6157
"2020-09-10",1961,CA-2017-110905,Second Class,RW-19690,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10003023,Technology,Accessories,296.85,5,0.0,53.433
"2020-09-10",1962,CA-2017-110905,Second Class,RW-19690,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10002217,Technology,Accessories,112.8,6,0.0,6.768
"2020-09-10",1963,CA-2017-110905,Second Class,RW-19690,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10002954,Office Supplies,Binders,13.71,3,0.0,6.5808
"2020-09-10",1964,CA-2017-110905,Second Class,RW-19690,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002586,Office Supplies,Paper,24.9,5,0.0,11.703
"2020-09-10",1965,CA-2017-110905,Second Class,RW-19690,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000025,Office Supplies,Storage,286.29,3,0.0,17.1774
"2020-09-10",1966,CA-2017-110905,Second Class,RW-19690,Consumer,United States,Springfield,Missouri,65807,Central,OFF-AP-10003281,Office Supplies,Appliances,24.18,2,0.0,7.254
"2020-12-21",1967,CA-2017-165841,Standard Class,DB-13210,Consumer,United States,Paterson,New Jersey,7501,East,TEC-PH-10002103,Technology,Phones,281.97,3,0.0,78.9516
"2020-12-21",1968,CA-2017-165841,Standard Class,DB-13210,Consumer,United States,Paterson,New Jersey,7501,East,OFF-SU-10000898,Office Supplies,Supplies,69.5,5,0.0,20.155
"2020-12-21",1969,CA-2017-165841,Standard Class,DB-13210,Consumer,United States,Paterson,New Jersey,7501,East,OFF-PA-10001144,Office Supplies,Paper,166.44,3,0.0,79.8912
"2020-09-23",1970,CA-2017-117485,Standard Class,BD-11320,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-AC-10004659,Technology,Accessories,291.96,4,0.0,102.186
"2020-05-06",1971,CA-2017-140242,Standard Class,ML-17755,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,6.408,3,0.2,0.6408
"2020-05-06",1972,CA-2017-140242,Standard Class,ML-17755,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-10004659,Technology,Accessories,408.744,7,0.2,76.6395
"2020-06-25",1993,CA-2017-133648,Standard Class,ML-17755,Home Office,United States,Springfield,Oregon,97477,West,OFF-LA-10003923,Office Supplies,Labels,71.04,6,0.2,26.64
"2020-06-25",1994,CA-2017-133648,Standard Class,ML-17755,Home Office,United States,Springfield,Oregon,97477,West,OFF-AR-10002257,Office Supplies,Art,5.344,2,0.2,0.7348
"2020-04-11",2001,CA-2017-166128,Standard Class,LW-17215,Consumer,United States,Pasadena,California,91104,West,TEC-AC-10001767,Technology,Accessories,199.95,5,0.0,21.9945
"2020-04-11",2002,CA-2017-166128,Standard Class,LW-17215,Consumer,United States,Pasadena,California,91104,West,OFF-AR-10001221,Office Supplies,Art,41.86,7,0.0,14.2324
"2020-12-25",2003,CA-2017-163510,Second Class,JW-15955,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10000563,Office Supplies,Storage,95.94,3,0.0,9.594
"2020-12-25",2004,CA-2017-163510,Second Class,JW-15955,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001146,Furniture,Chairs,304.45,5,0.0,76.1125
"2020-08-20",2025,US-2017-111241,Second Class,GM-14500,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,239.12,5,0.2,77.714
"2020-09-25",2035,CA-2017-162481,Standard Class,CT-11995,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10002976,Office Supplies,Binders,8.26,2,0.0,3.8822
"2020-09-25",2036,CA-2017-162481,Standard Class,CT-11995,Consumer,United States,Rochester,Minnesota,55901,Central,FUR-CH-10003061,Furniture,Chairs,269.97,3,0.0,51.2943
"2020-11-18",2044,US-2017-158946,Standard Class,JW-15220,Corporate,United States,Lakewood,Ohio,44107,East,OFF-AR-10001860,Office Supplies,Art,38.864,7,0.2,7.7728
"2020-12-22",2056,CA-2017-120376,First Class,TP-21130,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10001114,Technology,Accessories,199.95,5,0.0,63.984
"2020-12-22",2057,CA-2017-120376,First Class,TP-21130,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002335,Furniture,Chairs,1586.69,7,0.0,412.5394
"2020-12-22",2058,CA-2017-120376,First Class,TP-21130,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10000844,Technology,Accessories,84.99,1,0.0,30.5964
"2020-12-22",2059,CA-2017-120376,First Class,TP-21130,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-10004534,Furniture,Tables,411.8,2,0.0,70.006
"2020-11-07",2074,CA-2017-122504,Second Class,DB-13270,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,59.97,3,0.0,13.7931
"2020-11-07",2075,CA-2017-122504,Second Class,DB-13270,Home Office,United States,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,761.544,7,0.2,66.6351
"2020-09-12",2077,CA-2017-140676,First Class,BF-11080,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004082,Office Supplies,Paper,39.9,5,0.0,19.95
"2020-09-12",2078,CA-2017-140676,First Class,BF-11080,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AP-10000358,Office Supplies,Appliances,90.86,7,0.0,26.3494
"2020-09-12",2079,CA-2017-140676,First Class,BF-11080,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,94.85,5,0.0,45.528
